,date_open,number_of_patients,join_parent_date,left_parent_date,items,nic,act.cost,quantity,bnf.chapter,bnf.section,bnf.paragraph,ccg_code1,high_level_health_geography1,commissioner1,sha1,bnf.name1,ABINGDON  OXFORDSHIRE,ALENCON LINK  BASINGSTOKE,BARLBOROUGH  CHESTERFIELD,BEDFORDSHIRE,BERKSHIRE,BEVERLEY,BIRMINGHAM,BRADFORD,BRISTOL,BROOKLANDS  MILTON KEYNES,BROWNHILLS,BUCKINGHAMSHIRE,CAMBRIDGESHIRE,CHESHIRE,CHESTER  CHESHIRE,CLEVELAND,CO.DURHAM,COLCHESTER ESSEX,CORNWALL,COUNTY DURHAM,COVENTRY,CUMBRIA,DERBY,DERBYSHIRE,DEVIZES  WILTSHIRE,DEVON,DONCASTER,DORSET,DOVER  KENT,EAST SUSSEX,EAST YORKSHIRE,ENFIELD  MIDDLESEX,ESSEX,GLOUCESTER,GLOUCESTERSHIRE,GREAT BARR BIRMINGHAM,HAMPSHIRE,HARTLEPOOL CLEVELAND,HEREFORDSHIRE,HERTFORDSHIRE,HUDDERSFIELD,HUNTINGDON CAMBRIDGESHIRE,ILFORD  ESSEX,ISLE OF WIGHT,KENT,KINGSTON UPON HULL,LANCASHIRE,LEEDS,LEICESTERSHIRE,LINCOLNSHIRE,LIVERPOOL,LONDON,MACCLESFIELD  CHESHIRE,MAIDSTONE  KENT,MANCHESTER,MERSEYSIDE,MIDDLESEX,NORFOLK,NORTH EAST LINCOLNSHIRE,NORTH LINCOLNSHIRE,NORTH SOMERSET,NORTH YORKSHIRE,NORTHAMPTON,NORTHAMPTONSHIRE,NORTHUMBERLAND,NORWICH,NOTTINGHAM,NOTTINGHAMSHIRE,OXFORDSHIRE,PERSHORE  WORCESTERSHIRE,PRESTON,ROTHERHAM,SHAW  OLDHAM,SHERBURN-IN-ELMET,SHREWSBURY  SHROPSHIRE,SHROPSHIRE,SNEINTON  NOTTINGHAM,SOMERSET,SOUTH HUMBERSIDE,SOUTH YORKSHIRE,SOUTHAMPTON  HAMPSHIRE,STAFFORDSHIRE,STOCKPORT CHESHIRE,SUFFOLK,SURREY,TYNE & WEAR,TYNE AND WEAR,UCKFIELD,WADEBRIDGE CORNWALL,WARWICKSHIRE,WEST BYFLEET  SURREY,WEST MIDLANDS,WEST SUSSEX,WEST YORKSHIRE,WIGAN,WIGAN  LANCASHIRE,WILTSHIRE,WIRRAL,WOOLSTON  SOUTHAMPTON,WORCESTERSHIRE,YORK,Y56,Y58,Y59,Y60,Y61,Y62,Y63
20,19740401.0,10699.0,20020401.0,20060930.0,3.0,18.6,12.38,5187.0,1,7,4,94,7,94,14,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,19740401.0,10699.0,19990401.0,20020331.0,3.0,18.6,12.38,5187.0,1,7,4,94,7,94,14,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,19740401.0,5526.0,20130401.0,,2.0,35.0,103.71,28.0,11,6,0,103,0,103,24,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,19740401.0,5526.0,19990401.0,20010331.0,2.0,35.0,103.71,28.0,11,6,0,103,0,103,24,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,19740401.0,5526.0,20010401.0,20130331.0,2.0,35.0,103.71,28.0,11,6,0,103,0,103,24,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,19740401.0,17875.0,19990401.0,20010331.0,1.0,28.8,7.16,508.0,1,6,4,124,0,124,18,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,19740401.0,17875.0,20010401.0,20130331.0,1.0,28.8,7.16,508.0,1,6,4,124,0,124,18,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,19740401.0,15768.0,20130401.0,,1.0,37.25,24.6,2000.0,2,2,3,125,0,125,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,19740401.0,15768.0,20010401.0,20030331.0,1.0,37.25,24.6,2000.0,2,2,3,125,0,125,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,19740401.0,15768.0,19990401.0,20010331.0,1.0,37.25,24.6,2000.0,2,2,3,125,0,125,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
